排名,排名变化,中文全名,英文全名,年龄,出生地中文,出生地英文,性别,出生日期,教育程度中文,教育程度英文,学校中文,学校英文,常居地中文,常居地英文,照片,公司中文全名,公司英文全名,公司总部地中文,公司总部地英文,所在行业中文,所在行业英文,组织结构,人民币财富值,财富值变化,美元财富值,年份
656,-120,高兴江,Gao Xingjiang,61,中国-浙江-湖州,China-Zhejiang-Huzhou,男,1963-01-01,硕士,Master s,,,中国-浙江-湖州,China-Zhejiang-Huzhou,,永兴特钢,Yongxing Iron and steel,浙江湖州,Zhejiang,不锈钢,Steel,未知,80.0,-27%,1130.0,2024
656,205,洪水树,Allen Hong Shui-Shu,65,中国-台湾-台南,China-Taiwan-Tainan,男,1959-01-01,,,,,中国-台湾-台南,China-Taiwan-Tainan,,可成科技,Catcher Technology,台湾台南,Taiwan,设备制造,Manufacturing,家族,80.0,10%,1130.0,2024
656,-71,胡扬忠,Hu Yangzhong,59,中国-湖北-武汉,China -Hubei-Wuhan,男,1965-03-01,,,,,中国-浙江-杭州,China-Zhejiang-Hangzhou,,海康威视,Hikvision,浙江杭州,Zhejiang,视频监控产品,Video surveillance products,未知,80.0,-20%,1130.0,2024
656,50,江南,Jiang Nan,61,中国-山东-济南,China-Shandong-Jinan,男,1963-01-01,,,,,中国-广东-广州,China-Guangdong-Guangzhou,,圣丰,Shengfeng,广东广州,Guangdong,房地产、工业制造,"Real Estate, Commercial Manufacturing",未知,80.0,-6%,1130.0,2024
656,50,井贤栋,Jing Xiandong,52,,,男,1972-01-01,硕士,Master s,上交大、明尼苏达,,中国-浙江-杭州,China-Zhejiang-Hangzhou,,阿里系,Alibaba,浙江杭州,Zhejiang,电子商务、金融科技,"E-commerce, fintech",未知,80.0,-6%,1130.0,2024
656,-331,李斌,Li Bin,50,中国-安徽,China-Anhui,男,1974-01-01,,,,北京大学,中国-北京,China-Beijing,,蔚来、易车,"Nio, Yiche",上海嘉定,Shanghai,电动车,E-Cars,未知,80.0,-53%,1130.0,2024
656,99,李东生,Li Dongsheng,67,中国-广东-惠州,China-Guangdong-Huizhou,男,1957-01-01,本科,Undergraduate,华南理工,,中国-广东-惠州,China-Guangdong-Huizhou,,TCL,TCL,广东惠州,Guangdong,家用电器及半导体产品,Household Appliances,未知,80.0,0%,1130.0,2024
656,-21,李国库,Li Guoku,未知,,,男,1900-01-01,,,,,中国-河北-石家庄,Hebei,,千喜鹤,Kinghey,北京,Beijing,餐饮,Catering,未知,80.0,-16%,1130.0,2024
656,-71,李国庆,Li Guoqing ,54,中国-浙江,China-Zhejiang,男,1970-01-01,,,,,中国-浙江-杭州,China-Zhejiang-Hangzhou,,荣盛控股,RongSheng,浙江杭州,Zhejiang,化纤,Chemical fibres,未知,80.0,-20%,1130.0,2024
656,-120,李卫伟,Li Weiwei,47,中国-四川-成都,China - Sichuan-Chengdu,男,1977-11-01,,,,,中国-安徽-芜湖,China -Anhui - Wuhu,,三七互娱,37 Interactive Entertainment,广东广州,Guangdong,网络游戏,Network game,未知,80.0,-27%,1130.0,2024
656,-71,李永庆,Li Yongqing,60,中国-浙江,China-Zhejiang,男,1964-01-01,,,,,中国-浙江-杭州,China-Zhejiang-Hangzhou,,荣盛控股,RongSheng,浙江杭州,Zhejiang,化纤,Chemical fibres,未知,80.0,-20%,1130.0,2024
656,13,梁信军,Liang Xinjun,56,中国-浙江-台州,China-Zhejiang-Taizhou,男,1968-10-01,本科,Undergraduate,复旦,长江商学院,新加坡,Singapore,,-,-,上海,Shanghai,投资,Investments,未知,80.0,-11%,1130.0,2024
656,-201,刘程宇、刘玲,Liu Chengyu、Liu Ling,62,中国-福建-宁德,China-Fujian-Ningde,男,1962-07-01,本科,Undergraduate,,,中国-广东-深圳,China-Guangdong-Shenzhen,,科士达,Kstar,广东深圳,Guangdong,电力设备,Industrial Equipment,夫妇,80.0,-38%,1130.0,2024
656,New,刘天文,Liu Tianwen,61,,,男,1963-01-01,,,,,中国-北京,China-Beijing,,软通动力,Isoftstone,北京,Beijing,软件与信息服务,Software & Services,未知,80.0,NEW,1130.0,2024
656,-268,刘晓东,Liu Xiaodong,57,,,男,1967-01-01,,,,,中国-上海,China-Shanghai,,百润,Bairun,上海浦东,Shanghai,香料、酒业,"Flavours, wine industry",未知,80.0,-45%,1130.0,2024
656,New,龙大强、孟丽叶,Long Daqiang、Meng Liye,未知,,,男,1900-01-01,,,,,中国-江苏-徐州,China-Jiangsu-Xuzhou,,中润光能,Solar Space,江苏徐州,Jiangsu,光伏电池,New energy,夫妇,80.0,NEW,1130.0,2024
656,-21,罗阳勇、刘玉霞,Luo Yangyong、Liu Yuxia,49,,,男,1975-01-01,,,,,中国-四川-攀枝花,,,安宁股份,Anning Iron And Titanium,四川攀枝花,Sichuan,钒钛磁铁矿,Magnetite,夫妇,80.0,-16%,1130.0,2024
656,99,阮水龙,Ruan Shuilong,89,中国-山东-济宁,China-Shandong-Jining,男,1935-01-01,,,,,中国-浙江-绍兴,China-Zhejiang-Shaoxing,,龙盛,Lonsen,浙江绍兴,Zhejiang,化工、钢铁,"Chemicals, steel",家族,80.0,0%,1130.0,2024
656,-250,沈华、胡畏,Shen Hua、Hu Wei,61,,,男,1963-01-01,,,,,中国-浙江-嘉兴,,,斯达半导,StarPower Semiconductor,浙江嘉兴,Zhejiang,半导体,Semiconductors,夫妇,80.0,-43%,1130.0,2024
656,157,盛百椒,Sheng Baijiao,72,中国-上海,China-Shanghai,男,1952-05-01,本科,Undergraduate,,,中国-广东-深圳,China-Guangdong-Shenzhen,,百丽,Belle,广东深圳,Guangdong,鞋业,Shoes,未知,80.0,7%,1130.0,2024
656,284,施崇棠,Jonney Shih,72,中国-台湾-彰化,China-Taiwan-Changhua,男,1952-08-12,,,,,中国-台湾-台北,China-Taiwan-Taipei,,华硕,Asustek,台湾台北,Taiwan,电脑产品,Computer Products,未知,80.0,23%,1130.0,2024
656,-395,苏庆灿,Su Qingcan,55,,,男,1969-01-01,,,,,中国-厦门,China-Xiamen,,华厦眼科,Huaxia Eye,福建厦门,Fujian,医疗服务,Health Service,未知,80.0,-61%,1130.0,2024
656,-21,孙怀庆、王晓蒲,Sun Huaiqing、Wang Xiaopu,55,中国-重庆,China-Chongqing,男,1969-10-01,,,,,中国-广东-广州,China-Guangdong-Guangzhou,,丸美,Marubi,广东广州,Guangdong,化妆品,Cosmetics,夫妇,80.0,-16%,1130.0,2024
656,50,孙清焕、孙项邦,Sun Qinghuan、Sun Xiangbang,51,中国-江西-宜春,China -Jiangxi - Yichun,男,1973-05-01,本科,Undergraduate,江西工程,江西工程学院,中国-广东-中山,China-Guangdong-Zhongshan,,木林森,MLS,广东中山,Guangdong,光学光电,Semiconductors,父子,80.0,-6%,1130.0,2024
656,95,孙喜双,Sun Xishuang,71,中国-吉林,China- Jilin,男,1953-01-01,,,,,中国-北京,China-Beijing,,一方,Yifang,北京,Beijing,房地产、投资,"Real Estate, Investments",家族,80.0,-1%,1130.0,2024
656,99,孙勇坚,Sun Yongjian,58,,,男,1966-01-01,,,,,中国-上海,China-Shanghai,,宝矿,bm,上海闸北,Shanghai,地产、贸易,"Real Estate, Steel trade",未知,80.0,0%,1130.0,2024
656,-120,唐敖齐,Tang Aoqi,79,,,男,1945-04-11,,,,,中国-江苏-常州,,,新泉股份,Xinquan,江苏常州,Jiangsu,汽车配饰,Automobile accessories,家族,80.0,-27%,1130.0,2024
656,-135,陶悦群,Tao Yuequn,64,,,男,1960-01-01,博士,Doctorate,美国加州,,中国-安徽-合肥,China-Anhui-Hefei,,欧普康视,Orthok,安徽合肥,Anhui,医疗器械制造、销售,Manufacture and sale of medical apparatus,未知,80.0,-30%,1130.0,2024
656,13,汪力成,Wang Licheng,64,中国-浙江-杭州,China-Zhejiang-Hangzhou,男,1960-01-01,本科,Undergraduate,浙大,,中国-浙江-杭州,China-Zhejiang-Hangzhou,,华立,Holley,浙江杭州,Zhejiang,医药、投资,"Pharmaceutical, Investments",未知,80.0,-11%,1130.0,2024
656,99,王仕锐,Wang Shirui,37,,,男,1987-01-01,,,,,中国-四川-成都,China-Sichuan-Chengdu,,医联,Medlinker,四川成都,Sichuan,医疗服务,Health Service,未知,80.0,0%,1130.0,2024
656,-71,王文渊,William Wang,77,中国-台湾-台北,China-Taiwan-Taipei,男,1947-05-20,,,,,中国-台湾-高雄,China-Taiwan-Kaoxiong,,台塑,Formosa Plastics,台湾高雄,Taiwan,化工,Chemicals,家族,80.0,-20%,1130.0,2024
656,523,肖日明,Xiao Riming,88,中国-上海,,男,1936-01-01,,,,,中国-上海,Shanghai,,华明装备,Huaming,上海,Shanghai,电力设备,Electronic Equipment,家族,80.0,60%,1130.0,2024
656,50,许江南、许晶,Xu Jiangnan、Xu Jing,62,,,男,1962-01-01,,,,,中国-江西-景德镇,China-Jiangxi-Jingdezhen,,天新药业,Tianxin Pharmaceutical,江西景德镇,Jiangxi,医药,Pharmaceuticals,父女,80.0,-6%,1130.0,2024
656,50,许庆奎、许英强,Xu Qingkui、Xu Yingqiang,未知,,,男,1900-01-01,,,,,中国-山东-莱芜,China-Shandong-Laiwu,,九羊,JiuYang,山东莱芜,Shandong,钢铁、冶金、机械,"Steel, smelt, machinery",父子,80.0,-6%,1130.0,2024
656,-71,许月娟,Xu Yuejuan,未知,中国-浙江,China-Zhejiang,男,1900-01-01,,,,,中国-浙江-杭州,China-Zhejiang-Hangzhou,,荣盛控股,RongSheng,浙江杭州,Zhejiang,化纤,Chemical fibres,未知,80.0,-20%,1130.0,2024
656,268,杨元庆,Yang Yuanqing,60,中国-安徽-合肥,China-Anhui-Hefei,男,1964-11-01,硕士,Master s,上交大、中科大,,中国-北京,China-Beijing,,联想,Lenovo,北京,Beijing,计算机服务、投资,"Computer Services, Investments",未知,80.0,18%,1130.0,2024
656,New,杨长基,Chang-Chih Yang,未知,,,男,1900-01-01,,,,,中国-台湾-桃园,China-Taiwan-Taoyuan,,金像电子,Gold Circuit,台湾桃园,Taiwan,消费电子产品,Consumer and Industry Electronics,家族,80.0,NEW,1130.0,2024
656,99,叶德林、李要,Ye Delin、Li Yao,56,中国-广东-佛山,China-Guangdong-Foshan,男,1968-01-01,,,,,中国-广东-佛山,China-Guangdong-Foshan,,新明珠,New Pearl,广东佛山,Guangdong,建筑陶瓷,Ceramics,夫妇,80.0,0%,1130.0,2024
656,New,钟德礼,Chung Te-Li,未知,,Taiwan,未知,1900-01-01,本科,,台湾中原大学,,台湾台中,Taiwan,,来亿兴业,Lai Yih,台湾台中,Taiwan,鞋业,Footwear,家族,80.0,NEW,1130.0,2024
656,-71,周庆治,Zhou Qingzhi,69,,,男,1955-03-01,本科,Undergraduate,浙大,,中国-香港,China-Hong Kong,,南都,Narada,上海浦东,Shanghai,电池、投资,"Battery, Investments",家族,80.0,-20%,1130.0,2024
701,-165,欧雷强,John V. Oyler,56,美国,United States,男,1968-01-01,硕士,Master s,MIT、斯坦福,,中国-北京,China-Beijing,,百济神州,BeiGene,北京,Beijing,医药,Pharmaceuticals,未知,78.0,-29%,1100.0,2024
702,-117,周志文、冯宇霞,Zhou Zhiwen、Feng Yuxia,59,,,男,1965-05-01,硕士,Master s,人民解放军军事医学,,中国-北京,China-Beijing,,昭衍新药,Joinn Laboratories,北京,Beijing,生物医药,Biopharmaceuticals,夫妇,77.0,-23%,1080.0,2024
703,45,苗拥军,Miao Yongjun,57,中国-河南-郑州,China-Henan-Zhengzhou,男,1967-12-01,硕士,Master s,,,中国-河南-郑州,China-Henan-Zhengzhou,,安图生物,Anto,河南郑州,Henan,医药制造业,Pharmaceuticals,未知,76.0,-7%,1070.0,2024
704,157,曹德风、孟海蒂,Tsao Te-Feng、Meng Hai-Ti,79,,,男,1945-01-01,,,,,中国-台湾-台北,China-Taiwan-Taipei,,佳格,Quaker,台湾台北,Taiwan,食品和饮料,Food & Beverages,夫妇,75.0,3%,1060.0,2024
704,-168,曾继疆,Zeng Jijiang,62,中国-湖南,China-Hunan,男,1962-10-01,,,,,中国-湖南-株洲,China-Hunan-Zhuzhou,,宏达电子,Hongda,湖南株洲,Hunan,电子器件制造,Electronic,家族,75.0,-32%,1060.0,2024
704,157,陈慧慧,Vivien Chen,65,中国-香港,China-Hong Kong,女,1959-01-01,,,,,中国-香港,China-Hong Kong,,南丰,Nan Fung Group,香港,Hong Kong,房地产,Estate Holding,未知,75.0,3%,1060.0,2024
704,-119,方玉友,Fang Yuyou,55,中国-浙江-温州,China-Zhejiang-Wenzhou,男,1969-11-01,,,,,中国-浙江-杭州,China-Zhejiang-Hangzhou,,珀莱雅,Proya Cosmetics,浙江杭州,Zhejiang,化妆品,Common products,未知,75.0,-25%,1060.0,2024
704,109,冯国纶,William Fung Kwok-lun,76,中国-广东-江门,China-Guangdong-Jiangmen,男,1948-01-01,,,,,中国-香港,China-Hong Kong,,利丰,Li & Fung,香港,Hong Kong,物流,Logistics,未知,75.0,0%,1060.0,2024
704,-391,顾江生,Gu Jiangsheng,51,中国-浙江-台州,China-Zhejiang-Taizhou,男,1973-01-01,本科,Undergraduate,浙大,浙江大学,中国-浙江-杭州,China-Zhejiang-Hangzhou,,顾家家居,Kuka,浙江杭州,Zhejiang,家具,Furniture ,家族,75.0,-57%,1060.0,2024
704,475,吉为、吉喆,Ji Wei、Ji Zhe,67,,,男,1957-01-01,,,,,中国-长沙,China-Changsha,,威胜信息,Willfar,湖南长沙,Hunan,通信设备,Communication equipment,父子,75.0,50%,1060.0,2024
704,-35,蒋伟、游捷,Jiang Wei、You Jie,未知,,,男,1900-01-01,,,,,中国-上海,China-Shanghai,,昊海生物,Haohai Biological,上海松江,Shanghai,生物医药,Biopharmaceuticals,夫妇,75.0,-17%,1060.0,2024
704,-69,柯为湘,Or Wai Sheun,73,中国-广东-潮州,China-Guangdong-Chaozhou,男,1951-06-01,,,,,中国-香港,China-Hong Kong,,保利达,Polytec Asset,香港,Hong Kong,房地产,Estate Holding,未知,75.0,-21%,1060.0,2024
704,51,柯希平,Ke Xiping,64,中国-福建-泉州,China-Fujian-Quanzhou,男,1960-01-01,本科,Undergraduate,湖北经济管理干部,,中国-福建-厦门,China-Fujian-Xiamen,,恒兴实业,Hengxing,福建厦门,Fujian,投资、地产,"Investments, real estate",未知,75.0,-6%,1060.0,2024
704,109,李阔,Li Kuo,未知,,,男,1900-01-01,,,,,中国-浙江-杭州,China-Zhejiang-Hangzhou,,白贝壳,Babycare,浙江杭州,Zhejiang,母婴产品,Baby and maternal products,未知,75.0,0%,1060.0,2024
704,109,李添财,Lee Tien Tsai,86,,,男,1938-01-01,,,,,中国-台湾-台北,China-Taiwan-Taipei,,金车,King Car,台湾台北,Taiwan,食品和饮料,Food & Beverages,未知,75.0,0%,1060.0,2024
704,-277,李晓华,Li Xiaohua,62,中国-云南,China-Yunnan,男,1962-07-01,,,,,中国-云南-玉溪,China -Yunnan-Yuxi,,恩捷股份,Energy New Material,云南玉溪,Yunnan,包装盒生产,Packaging Production,家族,75.0,-44%,1060.0,2024
704,51,刘伟,Liu Wei,59,中国-广东-梅州,China-Guangdong-Meizhou,男,1965-01-01,本科,Undergraduate,中山,,中国-广东-广州,China-Guangdong-Guangzhou,,佳都科技,PCI-Suntek,广东广州,Guangdong,软件和信息技术,Software and IT Services,未知,75.0,-6%,1060.0,2024
704,2,卢宗俊,Lu Zongjun,61,,,男,1963-01-01,,,,,中国-上海,,,中谷物流,Zhonggu,上海浦东,Shanghai,物流,Logistics,未知,75.0,-12%,1060.0,2024
704,386,马斌、陈小琴,Ma Bin、Chen Xiaoqin,54,,,男,1970-01-01,,,,,中国-上海,China-Shanghai,,神马,Shemar,江苏南通,Shanghai,电气机械和器材,transmit electricity,夫妇,75.0,36%,1060.0,2024
704,109,任晋生,Ren Jinsheng,62,中国-江苏-南京,China-Jiangsu-Nanjing,男,1962-01-01,,,,,中国-江苏-南京,China-Jiangsu-Nanjing,,先声药业,Simcere,江苏南京,Jiangsu,生物医药,Pharmacy,家族,75.0,0%,1060.0,2024
704,109,茹伯兴、茹正伟,Ru Boxing、Ru Zhengwei,77,中国-江苏-常州,China-Jiangsu-Changzhou,男,1947-05-01,本科,Undergraduate,东南,,中国-江苏-常州,China-Jiangsu-Changzhou,,百兴,Jiangnan Baixin,江苏常州,Jiangsu,工业制造、房地产,"Industrial manufacturing, real estate",父子,75.0,0%,1060.0,2024
704,236,佘英杰,She Yingjie,67,,,男,1957-09-01,,,,,中国-香港,,,新豪国际,Olympic Circuit,香港,Hong Kong,电子设备制造,Electronic Equipment Manufacturing,未知,75.0,15%,1060.0,2024
704,51,宋卫平、夏一波,Song Weiping、Xia Yibo,66,中国-浙江-绍兴,China-Zhejiang-Shaoxing,男,1958-01-01,本科,Undergraduate,浙大,,中国-浙江-杭州,China-Zhejiang-Hangzhou,,绿城,Greentown,浙江杭州,Zhejiang,房地产,Real estate,夫妇,75.0,-6%,1060.0,2024
704,-119,谭炳照,Tan Bingzhao,60,,,男,1964-01-01,,,,,中国-广东-广州,China-Guangdong-Guangzhou,,敏捷,Nimble,广东广州,Guangdong,房地产,Real Estate,家族,75.0,-25%,1060.0,2024
704,-35,谭莉莉,Tan Lili,未知,,,男,1900-01-01,,,,,中国-广东-广州,China-Guangdong-Guangzhou,,海大,Haid,广东广州,Guangdong,饲料,Agricultural Products,未知,75.0,-17%,1060.0,2024
704,-35,王晖,Wang Hui,63,,,男,1961-11-01,,,,,中国-上海,China-Shanghai,,盛美半导体,ACM,上海浦东,Shanghai,半导体,Semiconductors,家族,75.0,-17%,1060.0,2024
704,-35,王文潮,Wilfred Wang,73,中国-台湾-台北,China-Taiwan-Taipei,男,1951-11-07,,,,,中国-台湾-高雄,China-Taiwan-Kaoxiong,,台塑,Formosa Plastics,台湾高雄,Taiwan,化工,Chemicals,家族,75.0,-17%,1060.0,2024
704,-35,王文洋、王思涵,Winston Wong、Grace Wong,73,中国-台湾-新北,China-Taiwan-New North,男,1951-04-02,,,,,中国-台湾-台北,China-Taiwan-Taipei,,宏仁,Grace THW Group,广东广州,Guangdong,化学原料,Chemicals,父女,75.0,-17%,1060.0,2024
704,2,王信文,Wang Xinwen,37,,,男,1987-01-01,,,,,中国-上海,China-Shanghai,,莉莉丝,Lilith,上海,Shanghai,游戏,Online games,未知,75.0,-12%,1060.0,2024
704,-35,王义平,Wang Yiping,63,中国-浙江,China-Zhejiang,男,1961-01-01,,,,,中国-浙江-宁波,China-Zhejiang-Ningbo,,继峰股份,Jifeng,浙江宁波,Zhejiang,汽车零部件,Automobile parts,家族,75.0,-17%,1060.0,2024
704,109,吴宝田,Wu Pao-Tien,73,,,男,1951-01-01,,,,,中国-台湾-台北,China-Taiwan-Taipei,,丽宝,Li Pao,台湾台北,Taiwan,房地产、酒店,"Real Estate, Hotels",家族,75.0,0%,1060.0,2024
704,2,吴仲毅,Wu Zhongyi,51,,,男,1973-01-01,,,,,中国-福建-厦门,China-Fujian-Xiamen,,亿联网络,Yealink,福建厦门,Fujian,通信,Communication,未知,75.0,-12%,1060.0,2024
704,New,肖红星、刘锦婵,Xiao Hongxing、Liu Jinchan,未知,中国-海南,Hubei,未知,1900-01-01,本科,,华南理工大学,,广东广州,Guangdong,,广合科技,Delton Technology,广东广州,Guangdong,电子元件,Electronic Components,夫妇,75.0,NEW,1060.0,2024
704,2,徐万茂,Xu Wanmao,79,中国-浙江-宁波,China-Zhejiang-Ningbo,男,1945-01-01,,,,,中国-浙江-宁波,China-Zhejiang-Ningbo,,华茂,Huamao,浙江宁波,Zhejiang,文具、教育、房地产、金融,"Stationery, education, real estate, financial",家族,75.0,-12%,1060.0,2024
704,51,闫洪嘉,Yan Hongjia,44,中国-山西-沂州,,男,1980-01-01,,,,,中国-广东-东莞,Yunnan,,宇泽,Yuze,云南楚雄,Yunnan,新能源,Energy,未知,75.0,-6%,1060.0,2024
704,109,杨浩涌,Yang Haoyong,50,中国-安徽-合肥,China-Anhui-Hefei,男,1974-08-01,硕士,Master s,天津大学、中科大、耶鲁,,中国-北京,China-Beijing,,车好多,Cars,北京,Beijing,汽车服务,Automobile Service,未知,75.0,0%,1060.0,2024
704,-119,杨秋梅,Yang Qiumei,未知,,,未知,1900-01-01,博士,,美国伊利诺,,香港,Hong Kong,,商汤科技,SenseTime,北京,Beijing,人工智能,Artificial Intelligence,未知,75.0,-25%,1060.0,2024
704,157,杨钊,Yang Zhao,77,中国-广东-惠州,China-Guangdong-Huizhou,男,1947-01-01,本科,Undergraduate,,,中国-香港,China-Hong Kong,,旭日企业,Glorious Sun,香港,Hong Kong,服装、房地产,"Apparel, Real Estate",家族,75.0,3%,1060.0,2024
704,-35,杨志茂、朱凤廉,Yang Zhimao、Zhu Fenglian,61,中国-广东-东莞,China-Guangdong-Dongguan,男,1963-01-01,本科,Undergraduate,,,中国-广东-东莞,China-Guangdong-Dongguan,,新世纪科教,New Century Science and Education,广东东莞,Guangdong,投资,Investments,夫妇,75.0,-17%,1060.0,2024
704,-212,俞其兵,Yu Qibing,59,中国-浙江,China-Zhejiang,男,1965-01-01,,,,,中国-浙江-宁波,China-Zhejiang-Ningbo,,旗滨,Qibing,浙江宁波,Zhejiang,玻璃,Glass,未知,75.0,-38%,1060.0,2024
704,51,张伟祥,Zhang Weixiang,未知,中国-浙江-绍兴,China-Zhejiang-Shaoxing,男,1900-01-01,,,,,中国-北京,China -Beijing,,建龙,Jianlong,北京,Beijing,钢铁、矿业、船运,"Steel, Mining, Shipbuilding",未知,75.0,-6%,1060.0,2024
704,51,张新,Zhang Xin,62,中国-甘肃-武威,China-Gansu-Wuwei,男,1962-11-01,,,,,中国-新疆-昌吉,China-Xinjiang-Changji,,特变电工,TBEA,新疆昌吉,Xinjiang,电气机械和器材制造,Electrical Machinery And Equipment Manufacturing,未知,75.0,-6%,1060.0,2024
743,153,李林,Li Lin,42,,,男,1982-01-01,硕士,Master s,同济、清华,,中国-北京,China-Beijing,,火币,Huobi,北京,Beijing,区块链,Blockchain,未知,73.0,4%,1030.0,2024
744,11,方同华,Fang Tonghua,61,中国-安徽-毫州,China - Anhui - Muzhou,男,1963-01-01,硕士,Master s,,,中国-黑龙-江鸡西,China - Heilongjiang - JiangJixi,,珍宝岛药业,ZBD,黑龙江鸡西,Heilongjiang,医药,Pharmaceuticals,家族,72.0,-10%,1010.0,2024
744,11,李晓林,Li Xiaolin,71,中国-北京,China-Beijing,男,1953-04-01,博士,Doctorate,人大、人大、法国马赛商学院,,中国-北京,China-Beijing,,林达,Linda,北京,Beijing,房地产、投资,"Real Estate, Investments",未知,72.0,-10%,1010.0,2024
744,69,邵晓峰,Shao Xiaofeng,59,中国-浙江-杭州,China-Zhejiang-Hangzhou,男,1965-01-01,,,,,中国-浙江-杭州,China-Zhejiang-Hangzhou,,阿里系,Alibaba,浙江杭州,Zhejiang,电子商务、金融科技,"E-commerce, fintech",未知,72.0,-4%,1010.0,2024
747,193,蔡荣军,Cai Rongjun,52,中国-广东-汕头,China-Guangdong-Shantou,男,1972-11-01,本科,Undergraduate,汕头,,中国-广东-深圳,China-Guangdong-Shenzhen,,欧菲光,OFILM,广东深圳,Guangdong,光电子元器件,Electronic Components,未知,71.0,9%,1000.0,2024
747,193,陈奇星,Chen Qixing,65,,,男,1959-01-01,,,,,中国-广东-深圳,China-Guangdong-Shenzhen,,长盈精密,Changying,广东深圳,Guangdong,电子元件,Electronic Components,未知,71.0,9%,1000.0,2024
747,114,彭永东,Peng Yongdong,45,,,男,1979-11-01,,,,,中国-北京,,,贝壳,KE,北京,Beijing,房地产服务,Real Estate Service,未知,71.0,-3%,1000.0,2024
747,-162,沈汉标、王妙玉,Shen Hanbiao、Wang Miaoyu,52,中国-广东-汕头,China-Guangdong-Shantou,男,1972-08-01,,,,,中国-广东-广州,China-Guangdong-Guangzhou,,好太太,Hotata,广东广州,Guangdong,耐用消费品,Household Durables,夫妇,71.0,-29%,1000.0,2024
